"lat","long","nome","tipo"
-22.903,-43.208,"SMS CMS ITANHANGA AP 40","ubs"
-22.903,-43.208,"SMS CF SERGIO VIEIRA DE MELLO AP 10","ubs"
-22.903,-43.208,"SMS CF KELLY CRISTINA DE SA LACERDA SILVA AP 51","ubs"
-22.903,-43.208,"SMS CMS NEWTON BETHLEM AP 40","ubs"
-22.903,-43.208,"SMS CF BIBI VOGEL AP 32","ubs"
-22.89012,-43.48236,"SMS CMS ALEXANDER FLEMING AP 51","ubs"
-22.86902,-43.48299,"SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA AP 51","ubs"
-22.87966,-43.49704,"SMS CMS SILVIO BARBOSA AP 51","ubs"
-22.88994,-43.63842,"SMS CMS FLORIPES GALDINO PEREIRA AP 53","ubs"
-22.84708,-43.36509,"SMS CF WALDEMAR BERARDINELLI AP 53","ubs"
-22.90353,-43.20958,"SMS CMS MANOEL ARTHUR VILLABOIM AP 10","ubs"
-22.86993,-43.25424,"SMS FIOCRUZ ENSP CSE GERMANO SINVAL FARIA AP 31","ubs"
-22.87802,-43.53622,"SMS CF ANTONIO GONCALVES VILLA SOBRINHO AP 52","ubs"
-22.94646,-43.18568,"SMS CMS PARQUE UNIAO AP 31","ubs"
-22.89768,-43.19583,"SMS CF SONIA MARIA FERREIRA MACHADO AP 52","ubs"
-22.91076,-43.20543,"SMS PS CASS AP 10","ubs"
-22.98409,-43.2071,"SMS CF MAESTRO CELESTINO AP 33","ubs"
-22.903,-43.208,"SMS CF MANOEL FERNANDES DE ARAUJO AP 33","ubs"
-22.9552814,-43.3431166,"SMS CF BARBARA MOSLEY DE SOUZA AP 40","ubs"
-22.8101896,-43.189083,"SMS CMS NEWTON ALVES CARDOZO AP 31","ubs"
-22.9775183,-43.3341492,"SMS CF HELENA BESSERMAN VIANNA AP 40","ubs"
-22.8588501,-43.538594,"SMS CF ISABELA SEVERO DA SILVA AP 52","ubs"
-22.8121263,-43.1918293,"SMS CMS PAULINO WERNECK AP 31","ubs"
-22.8398482,-43.3623289,"SMS CF ADOLFO FERREIRA DE CARVALHO AP 33","ubs"
-22.90169,-43.20458,"SMS CF NELIO DE OLIVEIRA AP 10","ubs"
-22.90169,-43.20458,"SMS CMS MATA ATLANTICA AP 40","ubs"
-22.8960231,-43.6711099,"SMS CF ALICE DE JESUS REGO AP53","ubs"
-22.90169,-43.20458,"SMS CF PEDRO ERNESTO AP 22","ubs"
-22.90169,-43.20458,"SMS CF PALMEIRAS AP 31","ubs"
-22.9905677,-43.3661638,"SMS CF JOSE DE SOUZA HERDY AP 40","ubs"
-22.903,-43.208,"SMS CF OTTO ALVES DE CARVALHO AP 40","ubs"
